,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
15527,1,0,0,1,1,0,1,5,2017,9,22,2,0,0,0,65.0,0,0
15528,2,0,0,1,0,0,1,88,2018,3,1,1,0,0,0,70.0,0,1
15529,2,0,1,1,1,0,1,159,2018,4,9,0,0,0,0,70.0,1,0
15530,1,0,2,1,1,0,1,4,2018,10,16,1,0,0,0,143.33,2,0
15531,3,0,0,2,1,0,4,55,2018,6,2,1,0,0,0,159.3,0,1
15532,1,2,2,8,1,0,6,3,2018,4,7,1,0,0,0,199.4,0,1
15533,2,0,0,1,1,0,1,100,2018,10,26,1,0,0,0,90.9,0,1
15534,2,0,1,1,0,0,1,91,2018,6,18,1,0,0,0,116.1,0,1
15535,1,0,0,1,1,0,1,119,2018,6,7,0,0,0,0,110.0,0,0
15536,2,0,0,3,1,0,4,99,2018,5,26,1,0,0,0,140.4,0,0
15537,2,0,1,1,1,0,2,216,2018,7,18,1,0,0,0,86.63,1,1
15538,2,0,0,1,1,0,1,9,2018,8,19,1,0,0,0,140.0,2,0
15539,2,0,2,2,1,0,1,1,2017,10,4,1,0,0,0,145.5,1,0
15540,2,0,2,4,1,0,4,83,2018,3,12,1,0,0,0,82.45,0,0
15541,2,0,0,2,1,1,1,72,2018,6,22,1,0,0,0,120.6,1,0
15542,2,0,2,1,1,0,1,29,2018,1,24,1,0,0,0,81.2,0,1
15543,2,0,2,3,1,0,2,304,2018,8,20,1,0,0,0,65.6,1,0
15544,2,0,2,1,1,0,1,46,2018,5,7,1,0,0,0,126.9,2,0
15545,2,0,0,4,1,0,1,19,2017,12,22,0,0,0,0,58.0,1,0
15546,1,0,0,2,1,1,1,4,2018,4,12,3,0,0,0,104.0,0,0
15547,2,1,0,4,1,0,1,133,2018,7,6,1,0,0,0,123.25,1,1
15548,2,0,0,1,0,0,1,1,2018,8,20,1,0,0,0,138.0,1,0
15549,2,0,0,2,1,0,1,122,2018,4,15,0,0,0,0,85.0,0,0
15550,2,0,0,4,1,0,1,14,2018,6,8,0,0,0,0,110.8,1,0
15551,1,0,0,1,1,0,1,8,2018,11,5,0,0,0,0,120.0,0,0
15552,1,0,0,1,1,0,1,99,2018,2,19,2,0,0,0,81.0,0,0
15553,2,0,1,0,0,1,1,0,2017,12,21,1,0,0,0,75.0,0,0
15554,2,0,1,1,1,1,1,92,2017,8,17,1,0,0,0,85.5,0,0
15555,2,0,0,3,1,0,1,2,2018,11,23,2,0,0,0,77.0,0,1
15556,1,0,1,0,1,0,1,111,2018,10,10,0,0,0,0,120.0,0,1
15557,1,0,0,1,1,0,1,0,2017,10,14,1,0,0,0,129.0,0,0
15558,2,0,1,5,1,0,1,126,2018,4,19,1,0,0,0,88.68,1,0
15559,1,0,2,4,1,0,1,245,2018,7,6,0,0,0,0,110.0,0,1
15560,2,0,1,1,1,0,1,5,2018,3,14,1,0,0,0,118.0,1,0
15561,1,0,1,1,1,0,1,0,2018,2,22,2,1,2,21,65.0,1,0
15562,1,0,1,0,1,0,4,20,2018,11,6,1,0,0,0,100.1,1,0
15563,1,0,0,2,1,0,1,88,2018,10,7,2,0,0,0,71.0,0,0
15564,2,0,0,4,1,0,4,35,2018,3,16,1,0,0,0,95.4,0,0
15565,2,0,2,2,1,0,4,117,2018,4,17,1,0,0,0,89.25,2,0
15566,1,0,0,1,1,1,1,15,2018,2,19,2,0,0,0,81.0,0,0
15567,2,0,0,2,1,0,4,35,2018,10,7,1,0,0,0,157.5,1,0
15568,2,0,2,0,0,0,1,11,2018,2,14,1,0,0,0,81.0,1,0
15569,2,0,1,1,2,0,1,301,2018,7,30,0,0,0,0,115.0,1,1
15570,2,0,1,2,1,0,1,3,2017,11,13,0,0,0,0,64.0,0,0
15571,2,0,1,1,1,0,1,89,2018,12,10,1,0,0,0,104.0,2,0
15572,1,0,1,1,1,0,1,159,2018,4,9,0,0,0,0,65.0,0,0
15573,2,0,0,3,1,0,1,279,2018,10,12,0,0,0,0,110.0,0,1
15574,1,0,0,2,1,0,1,188,2018,6,15,0,0,0,0,130.0,0,1
15575,2,0,0,3,1,0,1,18,2017,9,2,1,0,0,0,12.0,2,0
15576,2,1,2,6,1,0,4,127,2018,7,26,1,0,0,0,101.13,1,0
15577,2,0,1,4,1,0,4,60,2018,7,11,1,0,0,0,120.6,0,1
15578,2,0,1,3,1,0,1,104,2018,12,8,1,0,0,0,88.4,1,0
15579,2,0,1,2,1,0,1,24,2018,2,22,0,0,0,0,72.8,0,1
15580,1,0,2,5,1,0,1,122,2018,8,1,0,0,0,0,68.0,0,0
15581,2,0,2,4,1,0,1,172,2018,8,12,1,0,0,0,99.45,1,0
15582,2,0,2,1,1,0,1,55,2018,1,31,0,0,0,0,60.0,1,0
15583,3,0,2,1,1,0,1,62,2018,5,1,1,0,0,0,159.3,0,1
15584,2,0,0,2,1,0,1,74,2018,11,4,1,0,0,0,93.6,0,1
15585,2,0,0,1,0,0,1,5,2018,9,6,1,0,0,0,134.1,0,1
15586,2,0,1,0,1,0,1,81,2017,11,29,1,0,0,0,85.0,1,1
15587,2,0,0,1,0,0,1,8,2018,12,28,1,1,0,1,0.0,2,0
15588,2,0,1,1,0,0,1,17,2018,1,30,1,0,0,0,60.0,1,0
15589,2,0,0,1,1,0,1,0,2017,11,12,2,0,0,0,84.0,0,0
15590,1,0,2,1,1,0,1,1,2018,2,28,0,0,0,0,60.0,0,1
15591,2,0,0,2,1,0,1,308,2018,11,25,0,0,0,0,52.0,0,1
15592,1,0,2,2,1,0,1,163,2018,6,5,0,0,0,0,100.0,0,1
15593,2,1,1,3,1,0,6,72,2018,10,24,1,0,0,0,116.27,1,0
15594,1,0,0,2,1,0,1,64,2018,5,17,2,0,0,0,130.0,0,0
15595,2,0,0,2,0,0,1,128,2018,9,16,1,0,0,0,100.29,3,0
15596,2,0,2,3,1,0,1,276,2018,5,13,0,0,0,0,61.0,0,1
15597,2,0,1,1,1,0,1,159,2018,4,9,0,0,0,0,70.0,1,0
15598,2,2,0,2,1,0,7,111,2018,8,26,1,0,0,0,262.7,0,1
15599,1,0,0,2,1,0,4,16,2018,3,8,2,0,0,0,76.0,0,0
15600,2,0,1,4,1,0,1,275,2018,10,5,0,0,0,0,90.0,0,1
15601,2,0,1,2,1,0,1,42,2018,11,7,1,0,0,0,174.25,2,0
15602,1,0,0,1,1,0,4,13,2018,3,1,1,0,0,0,93.8,1,0
15603,3,0,2,5,1,0,4,96,2018,7,9,1,0,0,0,141.56,2,0
15604,2,0,1,2,1,0,1,163,2018,5,20,1,0,0,0,119.7,1,1
15605,2,0,2,0,0,0,1,87,2018,6,26,1,0,0,0,85.5,0,1
15606,3,0,2,2,1,0,1,145,2018,7,30,1,0,0,0,134.3,2,0
15607,3,0,2,2,1,0,4,94,2018,12,23,1,0,0,0,119.0,1,0
15608,2,0,0,1,1,1,1,0,2017,12,22,1,0,0,0,96.0,1,0
15609,2,0,1,1,2,0,1,301,2018,7,30,0,0,0,0,115.0,1,1
15610,2,0,0,2,1,0,1,0,2017,10,1,1,0,0,0,135.5,2,0
15611,2,0,0,4,1,0,1,55,2018,3,9,1,0,0,0,56.94,0,0
15612,2,0,0,1,0,0,1,30,2018,7,27,1,0,0,0,125.1,1,0
15613,2,0,2,1,1,0,4,91,2018,8,6,1,0,0,0,133.2,0,0
15614,2,0,2,2,1,0,1,61,2018,3,19,0,0,0,0,63.58,0,0
15615,2,0,1,2,1,0,1,168,2018,4,22,0,0,0,0,85.0,0,1
15616,2,0,1,2,1,0,1,8,2018,7,15,1,0,0,0,154.33,0,0
15617,2,0,0,1,1,0,4,4,2018,5,5,1,0,0,0,165.0,1,0
15618,2,0,0,1,0,0,1,19,2018,1,21,1,0,0,0,77.0,1,0
15619,2,0,0,2,1,0,4,64,2018,9,16,1,0,0,0,149.4,1,0
15620,2,0,0,2,1,0,1,245,2018,6,17,0,0,0,0,75.0,0,1
15621,2,0,2,5,1,0,1,192,2018,8,18,1,0,0,0,99.45,1,1
15622,2,0,0,2,2,0,1,74,2017,9,18,0,0,0,0,101.5,0,0
15623,1,1,0,2,0,0,1,84,2018,10,25,1,0,0,0,80.1,0,0
15624,2,2,2,1,1,0,6,28,2018,10,16,1,0,0,0,219.0,0,1
15625,2,0,2,5,0,0,1,13,2018,11,12,1,0,0,0,59.33,1,0
15626,1,0,0,1,1,0,1,22,2017,12,18,2,0,0,0,65.0,0,0
15627,2,0,0,3,0,0,1,122,2018,5,17,1,0,0,0,94.5,0,0
15628,2,0,2,3,1,0,1,25,2017,11,22,0,0,0,0,65.0,0,0
15629,2,0,2,2,1,0,1,6,2018,4,1,0,0,0,0,95.0,0,0
15630,2,0,0,3,1,0,4,118,2018,8,2,1,0,0,0,118.8,1,0
15631,2,0,2,2,1,0,1,99,2017,10,30,0,0,0,0,65.0,0,1
15632,2,0,0,1,1,0,1,8,2018,11,5,0,0,0,0,130.0,0,0
15633,2,0,1,3,1,0,1,63,2018,11,17,1,0,0,0,88.4,2,0
15634,1,0,0,3,1,0,4,73,2018,6,16,1,0,0,0,149.4,1,0
15635,2,0,1,1,1,1,1,6,2018,10,3,1,0,0,0,164.5,3,0
15636,2,0,2,1,1,0,1,32,2018,5,8,1,0,0,0,126.9,1,0
15637,1,0,2,1,2,0,1,2,2017,8,15,0,0,0,0,72.5,0,0
15638,2,0,2,5,1,0,1,21,2018,12,20,1,0,0,0,88.4,1,0
15639,3,0,1,3,1,0,4,64,2018,3,28,1,0,0,0,115.6,2,0
15640,2,0,2,1,0,0,1,0,2018,10,1,1,0,0,0,98.1,0,0
15641,2,0,2,2,1,0,1,41,2018,10,16,0,0,0,0,85.5,0,0
15642,2,0,0,1,0,0,1,8,2018,5,25,1,0,0,0,119.0,0,0
15643,2,0,2,1,0,0,2,150,2018,4,9,1,0,0,0,0.0,1,0
15644,3,0,0,3,1,0,4,12,2018,3,2,1,0,0,0,133.33,0,0
15645,2,1,1,4,1,0,1,93,2018,8,3,1,0,0,0,134.1,0,1
15646,2,0,1,3,1,0,1,60,2017,10,12,0,0,0,0,65.0,1,0
15647,2,0,0,3,1,0,4,48,2018,3,31,1,0,0,0,104.4,0,0
15648,2,0,2,4,1,0,1,209,2018,7,2,1,0,0,0,66.53,1,0
15649,2,0,1,4,2,0,1,133,2018,6,13,0,0,0,0,106.0,0,0
15650,2,0,2,3,1,0,1,256,2018,10,16,1,0,0,0,100.75,0,1
15651,2,1,1,3,1,0,4,83,2018,12,26,1,0,0,0,90.32,2,0
15652,2,0,2,1,1,0,1,145,2018,1,3,0,0,0,0,65.0,0,0
15653,2,0,0,4,2,0,1,100,2018,9,28,0,0,0,0,140.0,1,0
15654,2,0,2,3,2,0,1,12,2018,2,14,1,0,0,0,129.0,2,0
15655,3,0,0,2,1,0,1,67,2018,11,25,0,0,0,0,105.0,0,0
15656,2,0,0,5,0,0,1,222,2018,12,27,1,0,0,0,70.55,2,0
15657,1,0,0,3,1,0,1,7,2018,1,19,1,0,0,0,77.5,1,0
15658,2,0,0,4,1,0,1,171,2018,7,20,1,0,0,0,95.2,1,0
15659,2,0,0,2,1,0,1,42,2018,3,11,1,0,0,0,81.9,0,0
15660,2,0,2,0,1,0,1,18,2017,12,6,1,0,0,0,107.0,0,0
15661,1,0,0,1,1,0,1,25,2018,11,29,1,0,0,0,75.2,0,0
15662,2,0,0,1,0,0,1,0,2018,10,13,1,0,0,0,120.0,0,0
15663,2,1,2,2,1,0,1,100,2018,7,3,1,0,0,0,130.5,0,0
15664,2,0,0,3,1,0,1,186,2018,11,24,1,0,0,0,64.56,0,1
15665,2,0,0,3,1,0,1,80,2018,11,24,0,0,0,0,68.0,1,0
15666,2,0,2,4,1,0,1,75,2018,12,21,1,0,0,0,88.4,1,0
15667,2,0,1,2,1,0,1,418,2018,9,26,0,0,0,0,75.0,0,1
15668,2,0,0,2,1,0,1,89,2018,9,2,1,0,0,0,135.9,0,1
15669,2,0,1,2,0,0,1,0,2018,2,12,1,0,0,0,79.0,1,0
15670,1,0,0,1,0,0,1,1,2018,1,14,1,0,0,0,66.7,0,0
15671,2,0,0,2,1,0,1,26,2018,12,16,1,0,0,0,104.0,0,1
15672,1,0,2,1,1,0,1,17,2018,1,16,0,0,0,0,38.0,0,0
15673,2,0,1,5,1,0,4,123,2018,9,20,1,0,0,0,143.1,1,1
15674,3,0,1,2,1,0,4,32,2018,7,15,1,0,0,0,168.3,0,1
15675,2,0,0,1,0,1,1,0,2017,8,6,1,0,0,0,90.0,1,0
15676,1,0,2,1,2,0,1,39,2018,1,9,0,0,0,0,73.6,0,0
15677,2,0,0,1,1,0,1,18,2018,11,19,1,0,0,0,80.85,1,0
15678,2,0,1,0,1,0,4,70,2018,7,31,1,0,0,0,127.8,0,1
15679,1,0,0,2,1,0,1,32,2017,11,20,0,0,0,0,73.0,0,0
15680,2,0,0,1,2,0,1,100,2017,10,16,0,0,0,0,108.0,0,1
15681,2,0,0,2,2,0,1,346,2018,9,13,0,0,0,0,115.0,1,1
15682,2,0,0,2,1,0,4,41,2018,3,25,1,0,0,0,140.4,0,1
15683,2,0,1,2,1,0,1,14,2017,9,7,1,0,0,0,111.33,1,0
15684,2,0,0,4,1,0,1,33,2018,1,12,1,0,0,0,55.59,0,0
15685,1,0,1,0,1,1,1,3,2018,9,19,2,1,0,1,67.0,0,0
15686,2,0,0,1,1,0,1,8,2018,11,5,0,0,0,0,130.0,0,0
15687,3,0,0,3,1,0,4,232,2018,11,24,1,0,0,0,110.7,0,1
15688,2,0,4,7,1,0,4,51,2018,3,13,1,0,0,0,71.22,0,0
15689,2,0,2,2,1,0,1,76,2018,4,10,1,0,0,0,90.95,1,0
15690,1,0,0,2,1,0,1,0,2018,6,21,3,0,0,0,95.0,0,0
15691,2,0,0,3,1,0,1,104,2017,12,3,0,0,0,0,75.0,0,0
15692,1,0,0,2,1,0,1,164,2017,10,2,0,0,0,0,100.0,0,0
15693,2,0,2,2,0,0,1,97,2018,11,27,1,0,0,0,74.8,1,1
15694,1,0,1,1,2,0,1,301,2018,7,30,0,0,0,0,90.0,0,0
15695,2,1,2,1,2,0,1,52,2018,3,19,0,0,0,0,107.0,1,0
15696,1,0,0,2,2,0,1,6,2017,12,10,1,0,0,0,0.0,0,0
15697,2,0,0,2,0,0,1,1,2018,6,17,1,0,0,0,77.71,0,0
15698,2,0,0,2,1,0,1,107,2018,6,10,0,0,0,0,130.0,1,0
15699,1,0,2,0,1,0,1,13,2018,6,12,1,0,0,0,115.0,0,1
15700,1,0,1,0,1,0,1,7,2017,10,12,2,0,0,0,65.0,0,0
15701,2,0,0,3,0,0,1,0,2018,5,26,1,0,0,0,149.0,0,0
15702,1,0,0,3,1,0,1,151,2018,1,19,0,0,0,0,80.0,0,0
15703,2,0,1,4,1,0,1,19,2017,8,31,1,0,0,0,102.0,0,0
15704,2,0,0,3,1,0,1,10,2018,2,25,1,0,0,0,93.0,0,1
15705,2,0,1,2,2,0,1,309,2018,5,13,0,0,0,0,101.0,0,1
15706,2,0,2,4,1,0,1,125,2017,7,15,1,0,0,0,76.5,0,1
15707,1,0,0,3,1,0,1,151,2018,1,19,0,0,0,0,80.0,0,0
15708,1,0,0,3,0,0,1,1,2018,12,13,1,0,0,0,78.0,1,0
15709,2,0,2,3,1,0,1,8,2017,10,4,1,0,0,0,133.6,3,0
15710,2,0,0,1,0,0,1,2,2018,3,30,1,0,0,0,89.0,0,0
15711,2,0,0,4,1,0,1,270,2018,4,20,0,0,0,0,62.8,0,1
15712,2,0,2,4,1,0,4,4,2018,2,28,0,0,0,0,80.2,0,0
15713,2,0,2,1,1,0,1,17,2018,2,21,0,0,0,0,87.0,0,0
15714,2,0,0,1,0,0,1,10,2018,7,16,1,0,0,0,139.0,1,1
15715,2,0,1,3,1,0,1,85,2018,10,6,0,0,0,0,85.0,1,0
15716,3,0,1,4,1,0,4,117,2018,8,22,1,0,0,0,159.3,0,1
15717,2,0,0,3,1,0,1,2,2018,6,7,1,0,0,0,121.0,1,0
15718,2,0,2,1,1,0,1,12,2018,9,18,1,0,0,0,171.33,1,0
15719,2,2,0,4,1,0,6,77,2018,5,31,1,0,0,0,198.9,1,0
15720,2,0,2,5,1,0,1,88,2017,10,31,1,0,0,0,54.63,0,0
15721,2,0,2,1,1,0,1,238,2018,12,31,1,0,0,0,86.7,0,1
15722,1,0,0,1,1,1,1,4,2017,11,17,1,0,0,0,100.0,2,0
15723,2,0,1,3,1,0,1,212,2018,9,26,1,0,0,0,129.65,1,1
15724,3,0,0,4,1,0,4,95,2018,12,7,1,0,0,0,119.0,2,0
15725,2,0,1,1,1,0,1,48,2018,8,22,1,0,0,0,144.9,0,0
15726,2,0,0,3,0,0,1,240,2018,8,18,1,0,0,0,85.5,1,1
15727,2,0,0,2,1,0,1,107,2018,11,24,1,0,0,0,90.0,0,0
15728,2,0,0,4,0,0,1,61,2018,11,16,1,0,0,0,74.8,0,1
15729,1,0,2,0,1,0,1,47,2018,10,2,1,0,0,0,127.0,1,1
15730,2,0,0,1,0,0,1,1,2018,5,13,1,0,0,0,129.0,0,0
15731,3,0,1,1,1,0,4,87,2018,8,8,1,0,0,0,135.27,1,0
15732,2,0,0,2,2,0,1,39,2017,8,14,0,0,0,0,101.5,0,0
15733,2,0,0,2,1,0,1,6,2018,5,24,2,0,0,0,110.0,1,0
15734,2,0,0,3,1,0,1,27,2018,12,7,1,0,0,0,113.0,2,0
15735,2,0,0,3,0,0,1,184,2018,11,24,1,0,0,0,69.9,0,1
15736,2,0,2,2,1,0,1,193,2018,8,26,1,0,0,0,95.2,0,1
15737,2,0,0,2,0,0,1,31,2018,2,5,1,0,0,0,67.5,0,1
15738,2,0,0,4,1,0,1,253,2018,5,4,0,0,0,0,90.0,0,1
15739,2,0,2,3,0,0,1,171,2018,8,4,1,0,0,0,92.82,0,1
15740,2,0,0,1,0,0,1,0,2018,8,18,1,0,0,0,158.0,1,1
15741,1,0,0,2,1,0,1,188,2018,6,15,0,0,0,0,130.0,0,1
15742,2,0,1,3,1,0,4,13,2017,12,28,0,0,0,0,52.5,0,0
15743,2,0,0,1,1,0,1,122,2018,5,11,1,0,0,0,105.3,0,1
15744,1,0,0,1,1,0,1,3,2018,2,25,2,0,0,0,80.0,0,1
15745,2,0,2,2,1,0,1,230,2018,9,18,1,0,0,0,119.85,1,1
15746,2,0,2,3,1,0,1,294,2018,12,29,1,0,0,0,82.11,1,0
15747,2,0,0,3,0,0,1,95,2018,3,23,1,0,0,0,81.5,0,0
15748,2,0,0,2,1,0,1,12,2018,12,30,1,0,0,0,147.0,1,0
15749,2,0,0,1,1,0,4,0,2018,10,13,1,0,0,0,155.0,1,0
15750,3,0,0,3,1,0,1,79,2018,12,7,0,0,0,0,105.0,0,0
15751,2,0,0,1,0,0,1,0,2017,10,6,1,0,0,0,114.0,2,0
15752,1,0,0,1,1,0,1,0,2018,1,6,2,1,0,2,66.0,0,0
15753,2,0,2,5,1,0,1,77,2017,7,7,1,0,0,0,76.5,0,1
15754,1,0,1,3,1,0,1,51,2018,11,3,1,0,0,0,90.0,0,1
15755,3,0,0,2,1,0,4,69,2018,4,21,1,0,0,0,137.7,2,0
15756,2,0,2,1,2,0,1,2,2017,8,1,0,0,0,0,94.5,0,1
15757,2,0,2,1,1,0,1,124,2018,8,7,1,0,0,0,114.3,0,1
15758,2,0,0,2,2,0,1,265,2018,6,24,0,0,0,0,115.0,1,1
15759,2,0,1,2,1,0,1,224,2017,10,2,0,0,0,0,65.0,0,0
15760,2,0,1,2,1,0,1,207,2018,12,30,0,0,0,0,95.0,0,0
15761,2,0,2,1,1,1,1,192,2018,7,31,1,0,0,0,105.3,1,1
15762,2,1,1,4,1,0,1,64,2018,4,25,1,0,0,0,119.17,2,0
15763,2,1,2,4,1,0,1,64,2018,4,23,1,0,0,0,115.03,2,0
15764,2,0,2,2,1,0,1,1,2017,8,8,1,0,0,0,90.0,2,0
15765,1,0,0,2,1,0,1,32,2018,11,8,1,0,0,0,143.28,0,1
15766,2,0,0,2,1,0,4,20,2018,9,16,1,0,0,0,174.0,1,0
15767,2,0,0,2,1,0,4,23,2018,12,30,1,0,0,0,148.0,2,0
15768,2,0,1,2,1,0,1,14,2018,9,2,1,0,0,0,145.67,2,0
15769,2,0,0,2,1,0,1,211,2018,5,20,0,0,0,0,100.0,0,1
15770,2,0,2,1,1,0,4,1,2018,2,7,0,0,0,0,51.5,0,0
15771,2,0,1,2,1,0,1,101,2018,4,4,0,0,0,0,80.0,0,1
15772,2,1,2,5,1,0,2,259,2018,12,28,1,0,0,0,73.41,3,0
15773,2,0,0,3,1,0,1,19,2017,10,6,0,1,1,0,90.0,0,0
15774,2,0,2,3,1,0,1,54,2018,8,11,0,0,0,0,85.0,0,1
15775,2,0,0,4,1,0,4,54,2017,11,18,0,0,0,0,60.0,0,0
15776,2,0,1,0,0,0,1,49,2018,7,11,1,0,0,0,93.15,0,1
15777,2,0,0,2,1,0,1,18,2018,2,19,1,0,0,0,93.0,1,0
15778,2,0,2,2,1,0,1,204,2017,10,9,0,0,0,0,72.75,0,0
15779,2,0,1,0,1,0,1,286,2018,10,16,0,0,0,0,90.0,0,1
15780,2,0,0,2,1,0,1,2,2018,6,2,1,0,0,0,120.0,0,0
15781,2,2,1,3,1,0,6,195,2018,7,18,1,0,0,0,158.95,0,1
15782,2,0,1,0,1,1,1,65,2018,12,18,2,1,0,5,87.0,0,0
15783,2,0,2,5,1,0,4,176,2018,8,8,1,0,0,0,112.2,1,1
15784,2,0,1,2,2,0,1,105,2017,10,12,0,0,0,0,110.0,0,1
15785,1,0,1,2,0,0,1,36,2018,10,28,1,0,0,0,109.0,1,0
15786,2,0,0,2,0,0,1,180,2018,8,26,1,0,0,0,85.5,0,1
15787,2,0,0,3,1,0,1,111,2018,6,1,0,0,0,0,96.67,0,0
15788,1,0,0,1,2,0,1,9,2018,4,6,1,0,0,0,0.0,0,0
15789,2,0,0,2,1,0,4,2,2017,10,30,0,0,0,0,72.25,2,0
15790,1,0,0,1,1,0,1,8,2018,9,13,2,1,0,1,40.0,1,0
15791,1,0,0,1,1,0,4,2,2018,10,6,2,1,0,3,110.0,1,0
15792,2,0,2,1,1,0,1,27,2018,3,6,0,0,0,0,66.0,0,0
15793,2,0,0,2,2,0,1,265,2018,6,24,0,0,0,0,115.0,1,1
15794,1,0,0,2,1,0,1,14,2017,10,15,0,0,0,0,100.0,0,0
15795,2,0,0,2,1,0,5,14,2018,9,15,1,0,0,0,167.2,0,0
15796,2,0,0,1,1,0,4,23,2018,5,21,1,0,0,0,140.4,0,1
15797,2,0,1,2,1,0,1,5,2017,10,19,0,0,0,0,90.0,0,0
15798,1,0,0,2,1,0,1,6,2018,3,1,2,1,0,13,66.0,1,0
15799,2,0,1,2,2,0,1,309,2018,5,13,0,0,0,0,101.0,0,1
15800,2,0,0,1,0,0,1,43,2018,11,15,1,0,0,0,99.2,0,0
15801,1,0,2,1,2,0,1,145,2017,8,29,0,0,0,0,72.5,0,0
15802,1,0,1,0,1,0,1,5,2018,7,25,2,1,0,8,65.0,1,0
15803,2,0,1,3,1,0,1,100,2018,5,19,1,0,0,0,136.0,1,0
15804,2,0,2,0,1,0,4,30,2018,9,4,1,0,0,0,110.97,0,1
15805,2,0,0,2,1,0,4,14,2018,4,15,1,0,0,0,142.0,1,0
15806,2,0,0,2,0,0,1,45,2018,3,11,1,0,0,0,71.1,0,1
15807,2,0,2,2,1,0,1,1,2018,8,26,1,0,0,0,96.3,0,0
15808,2,0,1,3,1,0,1,107,2018,6,13,1,0,0,0,87.67,1,0
15809,2,0,2,1,2,0,1,117,2017,8,1,0,0,0,0,94.5,0,1
15810,1,0,0,1,1,1,1,20,2018,10,13,2,1,0,2,67.0,0,0
15811,3,0,1,4,1,1,4,77,2018,7,4,1,0,0,0,159.3,2,0
15812,1,0,2,0,2,0,1,386,2018,10,23,0,0,0,0,90.0,0,0
15813,2,0,0,2,2,0,1,265,2018,6,24,0,0,0,0,115.0,1,1
15814,1,0,0,3,1,0,1,335,2018,10,13,0,0,0,0,80.0,0,0
15815,2,0,0,1,2,0,1,221,2018,8,12,0,0,0,0,96.0,1,0
15816,3,0,2,5,2,0,4,70,2018,12,3,1,0,0,0,167.45,1,0
15817,1,0,2,7,0,0,1,35,2018,12,7,1,0,0,0,79.2,0,1
15818,2,0,1,2,1,0,1,6,2017,8,14,1,0,0,0,95.33,2,0
15819,3,0,1,0,1,0,4,71,2018,10,16,1,0,0,0,151.2,2,0
15820,1,0,2,4,1,0,1,107,2017,12,23,1,0,0,0,46.63,1,0
15821,2,0,2,0,1,0,1,11,2018,6,26,1,0,0,0,116.0,0,1
15822,2,0,2,5,0,0,1,44,2018,2,21,1,0,0,0,66.29,1,0
15823,2,0,0,4,1,0,4,30,2018,11,15,1,0,0,0,96.9,1,1
15824,2,0,1,4,1,0,1,72,2018,4,11,1,0,0,0,79.56,0,0
15825,2,0,0,4,1,0,4,123,2018,5,4,1,0,0,0,107.95,0,1
15826,3,0,2,5,1,0,4,134,2018,8,1,1,0,0,0,132.48,0,1
15827,2,0,1,4,0,0,1,19,2018,4,11,1,0,0,0,111.4,0,1
15828,2,0,0,4,1,0,1,115,2018,8,3,1,0,0,0,77.18,1,0
15829,2,0,0,2,1,0,1,5,2018,8,26,1,0,0,0,149.0,2,0
15830,1,0,2,3,1,0,1,61,2018,11,6,1,0,0,0,155.52,3,0
15831,2,0,0,2,0,0,1,53,2018,11,4,1,0,0,0,88.0,1,0
15832,1,0,0,3,1,0,1,12,2018,10,25,1,0,0,0,130.0,2,0
15833,1,0,0,1,1,1,1,2,2018,5,11,2,0,0,0,89.0,1,0
15834,1,0,0,1,1,0,1,0,2018,12,14,2,0,0,0,65.0,0,0
15835,1,0,0,3,2,0,1,13,2018,4,26,0,0,0,0,73.0,0,0
15836,2,0,0,2,1,0,1,104,2018,5,3,1,0,0,0,105.3,1,0
15837,2,0,0,2,1,0,1,119,2018,8,16,1,0,0,0,114.3,1,0
15838,1,0,2,2,1,0,4,81,2018,11,6,1,0,0,0,146.6,1,0
15839,2,0,0,1,1,0,1,162,2018,8,27,1,0,0,0,96.3,0,1
15840,1,0,0,1,1,0,4,1,2018,3,8,1,0,0,0,116.0,1,0
15841,2,0,1,3,0,0,1,32,2018,8,29,1,0,0,0,101.03,1,1
15842,2,0,2,1,1,0,1,35,2018,8,20,0,0,0,0,85.0,1,0
15843,2,0,0,2,1,0,1,2,2018,8,16,1,0,0,0,177.5,1,0
15844,2,0,1,3,2,0,1,282,2018,12,29,1,0,0,0,115.6,0,0
15845,1,0,0,1,1,0,1,2,2018,12,21,2,1,1,6,67.0,1,0
15846,2,0,1,1,0,0,1,46,2018,4,4,1,0,0,0,107.1,0,1
15847,2,0,1,0,1,0,1,2,2018,8,1,1,0,0,0,109.0,0,0
15848,2,0,0,3,1,0,1,96,2018,7,6,1,0,0,0,114.3,1,0
15849,2,0,0,3,1,0,1,304,2018,11,3,0,0,0,0,89.0,0,1
15850,1,0,2,3,0,0,1,38,2018,11,6,1,0,0,0,157.14,1,1
15851,2,0,0,2,1,0,1,30,2018,6,2,0,0,0,0,140.0,0,0
15852,1,0,2,5,0,0,1,15,2018,2,4,1,0,0,0,65.2,1,0
15853,2,0,2,2,0,0,1,2,2018,11,13,1,0,0,0,80.75,2,0
15854,2,0,0,1,1,0,1,105,2018,4,6,0,0,0,0,75.0,0,1
15855,2,0,2,3,1,0,1,3,2018,11,3,1,0,0,0,146.4,2,0
